X,Y,OBJECTID,NAME_OF_DISTRICT_COUNCIL_DISTRI,LOCATION_EN,ADDRESS_EN,NAME_OF_DISTRICT_COUNCIL_DIST_1,LOCATION_TC,ADDRESS_TC,NAME_OF_DISTRICT_COUNCIL_DIST_2,LOCATION_SC,ADDRESS_SC,STANDARD_BS1363_no,MEDIUM_IEC62196_no,MEDIUM_SAEJ1772_no,MEDIUM_OTHERS_no,QUICK_CHAdeMO_no,QUICK_CCS_DC_COMBO_no,QUICK_IEC62196_no,QUICK_GB_T20234_3_DC__no,QUICK_OTHERS_no,REMARK_FOR__OTHERS_,DATA_PATH
12716659.9544132,2548575.99044219,231,Kwun Tong,Kai Tin (New Wing) Car Park,"Kai Tin Shopping Centre, 50 Kai Tin Road, Lam Tin, Kwun Tong, Kowloon",觀塘區,啟田新翼停車場,九龍觀塘藍田啟田道50號啟田商場,观塘区,启田新翼停车场,九龙观塘蓝田启田道50号启田商场,0,0,0,9,0,0,0,0,3,Tesla Wall Connector / Supercharger,-
12716515.2390751,2548655.40528313,232,Kwun Tong,Kai Tin (Old Wing) Car Park,"Kai Tin Shopping Centre, 50 Kai Tin Road, Lam Tin, Kwun Tong, Kowloon",觀塘區,啟田舊翼停車場,九龍觀塘藍田啟田道50號啟田商場,观塘区,启田旧翼停车场,九龙观塘蓝田启田道50号启田商场,0,45,0,0,2,2,0,0,0,-,-
12715547.4274222,2549327.91964418,233,Kwun Tong,Grand Central,"67 Hip Wo St, Kwun Tong",觀塘區,凱滙,觀塘協和街67號,观塘区,凯汇,观塘协和街67号,0,21,0,0,0,0,0,0,0,-,-
12714575.2743091,2550215.38139408,234,Kwun Tong,On Kay Court Car Park,"20 CHUN WAH ROAD, Ngau Tau Kok,Kowloon",觀塘區,安基苑車場,"九龍,牛頭角,振華道20號",观塘区,安基苑车场,"九龙,牛头角,振华道20号",0,5,0,0,0,0,0,0,0,-,-
12715815.8187145,2548433.28532276,235,Kwun Tong,LAGUNA COMMERCIAL PLAZA (PHASE 1),"CHA KWO LING ROAD, KWUN TONG",觀塘區,麗港城商場,觀塘 茶果嶺道,观塘区,丽港城商场,观塘 茶果岭道,0,4,0,0,0,4,0,0,0,-,-
12717350.1352561,2547348.71788817,236,Kwun Tong,Ko Chun Car Park,"Ko Chun Court Retail and Car Park, 23 Ko Chiu Road, Yau Tong, Kwun Tong, Kowloon",觀塘區,高俊停車場,九龍觀塘油塘高超道23號高俊苑商舖及停車場,观塘区,高俊停车场,九龙观塘油塘高超道23号高俊苑商铺及停车场,0,14,0,0,0,0,0,0,0,-,-
12715988.2526057,2550092.39745497,237,Kwun Tong,Hiu Lai Car Park,"Hiu Lai Shopping Centre, 21 Hiu Kwong Street, Kwun Tong, Kowloon",觀塘區,曉麗停車場,九龍觀塘曉光街21號曉麗商場,观塘区,晓丽停车场,九龙观塘晓光街21号晓丽商场,0,18,0,0,0,0,0,0,0,-,-
12716084.8779237,2550198.41388904,238,Kwun Tong,Sau Mau Ping Phase 3 Car Park,"Sau Mau Ping (III) Estate Retail and Car Park, Sau Ming Road, Sau Mau Ping, Kwun Tong, Kowloon",觀塘區,秀茂坪3期停車場,九龍觀塘秀茂坪秀明道秀茂坪邨第三期商舖及停車場,观塘区,秀茂坪3期停车场,九龙观塘秀茂坪秀明道秀茂坪邨第三期商铺及停车场,0,9,0,0,0,0,0,0,0,-,-
12716279.0191157,2549992.39845799,239,Kwun Tong,Sau Mau Ping SC Car Park,"Sau Mau Ping Shopping Centre, 101 Sau Ming Road, Sau Mau Ping, Kwun Tong, Kowloon",觀塘區,秀茂坪商場停車場,九龍觀塘秀茂坪秀明道101號秀茂坪商場,观塘区,秀茂坪商场停车场,九龙观塘秀茂坪秀明道101号秀茂坪商场,0,27,0,0,2,2,0,0,0,-,-
12714862.1446369,2549206.14550048,240,Kwun Tong,Fullerton Centre,"19 Hung To Road, Kwun Tong",觀塘區,富登中心,觀塘鴻圖道19號,观塘区,富登中心,观塘鸿图道19号,0,2,0,0,0,0,0,0,0,-,-
12714895.5404841,2549170.28727462,241,Kwun Tong,Remington Centre,"HUNG TO ROAD, KWUN TONG",觀塘區,利登中心,觀塘 鴻圖道,观塘区,利登中心,观塘 鸿图道,0,2,0,0,0,0,0,0,0,-,-
12716525.2578293,2548838.4218231,242,Kwun Tong,Hong Yat Car Park,"Hong Yat Court Retail and Car Park, 1 Tak Tin Street, Lam Tin, Kwun Tong, Kowloon",觀塘區,康逸停車場,九龍觀塘藍田德田街1號康逸苑商舖及停車場,观塘区,康逸停车场,九龙观塘蓝田德田街1号康逸苑商铺及停车场,0,13,0,0,0,0,0,0,0,-,-
12714857.6918572,2549308.66675638,243,Kwun Tong,Boton Technology Innovation Tower,"25 Chong Yip St, Kwun Tong",觀塘區,波頓科創中心,觀塘創業街25號,观塘区,波顿科创中心,观塘创业街25号,0,0,0,12,0,0,0,0,0,Tesla Wall Connector,-
12714034.8181813,2549804.67631719,244,Kwun Tong,Capital Tower ,38 Wai Yip Street,觀塘區,富臨中心,偉業街38號,观塘区,富临中心,伟业街38号,0,0,0,12,0,0,0,0,0,Tesla Wall Connector,-
12715540.6369332,2548637.47674835,245,Kwun Tong,Gravity,"20 Hing Yip St, Kwun Tong",觀塘區,萬有引力,觀塘興業街20號,观塘区,万有引力,观塘兴业街20号,0,0,0,2,0,0,0,0,0,Tesla Wall Connector,-
12714500.8015697,2549269.43906579,246,Kwun Tong,NEO,"Hoi Bun Road, Kwun Tong, KLN",觀塘區,綠景,九龍觀塘海濱道,观塘区,绿景,九龙观塘海滨道,0,0,0,0,0,0,0,0,7,Tesla Wall Connector,-
12714886.9688833,2549334.17683746,247,Kwun Tong,Millennium City 2 & 3 (Wilson Parking),KWUN TONG ROAD,觀塘區,創紀之城2及3期 (威信停車場),觀塘道,观塘区,创纪之城2及3期 (威信停车场),观塘道,0,0,0,0,0,0,0,0,1,Tesla Wall Connector,-
12715049.3840204,2548740.71649256,248,Kwun Tong,Two Harbour Square,WAI YIP STREET,觀塘區,二號海港廣場,偉業街,观塘区,二号海港广场,伟业街,0,0,0,10,0,0,0,0,0,Tesla Wall Connector,-
12716882.5933948,2548287.21236631,249,Kwun Tong,Ping Tin Phase 2 Car Park,"Ping Tin Shopping Centre, 23 On Tin Street, Lam Tin, Kwun Tong, Kowloon",觀塘區,平田2期停車場,九龍觀塘藍田安田街23號平田商場,观塘区,平田2期停车场,九龙观塘蓝田安田街23号平田商场,0,22,0,0,0,2,0,0,0,-,-
12716924.0042453,2549625.86089581,250,Kwun Tong,Po Tat Car Park B and C,"Po Tat Shopping Centre, 2 Po Lam Road, Sau Mau Ping, Kwun Tong, Kowloon",觀塘區,寶達 B & C停車場,九龍觀塘秀茂坪寶琳路2號寶達商場,观塘区,宝达 B & C停车场,九龙观塘秀茂坪宝琳路2号宝达商场,0,14,0,0,0,0,0,0,0,-,-
12713522.1919262,2550516.82822456,251,Kwun Tong,DCH Building,"20 Kai Cheung Rd, Kowloon Bay",觀塘區,大昌行集團大廈,九龍灣啓祥道20號,观塘区,大昌行集团大厦,九龙湾启祥道20号,0,0,0,0,2,16,0,0,0,-,-
12714667.7808059,2549053.92906217,252,Kwun Tong,Seaview Centre,"139 Hoi Bun Road, Kwun Tong, KLN",觀塘區,海濱中心,觀塘海濱道139號,观塘区,海滨中心,观塘海滨道139号,1,0,0,0,0,0,0,0,0,-,-
12713821.4187174,2550126.21193163,253,Kwun Tong,CTF Life Tower,"18 SHEUNG YUET ROAD, KWUN TONG",觀塘區,周大福保險中心,九龍灣常悅道18號,观塘区,周大福保险中心,九龙湾常悦道18号,0,0,0,42,0,0,0,0,18,Tesla Wall Connector / Supercharger,-
12714421.7647313,2549536.93522745,254,Kwun Tong,Kwun Tong Tai Yip Street,"21 Tai Yip Street, Kwun Tong",觀塘區,觀塘大業街,觀塘大業街 21號嘉合發展中心地下,观塘区,观塘大业街,观塘大业街 21号嘉合发展中心地下,0,0,0,0,0,2,0,0,0,-,-
12717044.6745734,2547881.36723342,255,Kwun Tong,Hong Pak Car Park,"Hong Pak Court Retail and Car Park, 139 Pik Wan Road, Lam Tin, Kwun Tong, Kowloon",觀塘區,康柏停車場,九龍觀塘藍田碧雲道139號康栢苑商舖及停車場,观塘区,康柏停车场,九龙观塘蓝田碧云道139号康栢苑商铺及停车场,0,11,0,0,0,0,0,0,0,-,-
12717177.5900454,2547772.1167936,256,Kwun Tong,Hong Shui Car Park,"Hong Shui Court Retail and Car Park, 133 Pik Wan Road, Lam Tin, Kwun Tong, Kowloon",觀塘區,康瑞停車場,九龍觀塘藍田碧雲道133號康瑞苑商舖及停車場,观塘区,康瑞停车场,九龙观塘蓝田碧云道133号康瑞苑商铺及停车场,0,9,0,0,0,0,0,0,0,-,-
12716070.8516679,2549059.10319514,257,Kwun Tong,Tsui Ping South Car Park,"Tsui Ping South Estate Car Park, 19 Tsui Ping Road, Kwun Tong,  Kowloon",觀塘區,翠屏南停車場,九龍觀塘翠屏道19號翠屏南邨停車場,观塘区,翠屏南停车场,九龙观塘翠屏道19号翠屏南邨停车场,0,21,0,0,0,0,0,0,0,-,-
12716531.9369988,2546888.8747213,258,Kwun Tong,Peninsula East,"9 Shung Yiu St, Yau Tong",觀塘區,Peninsula East,油塘崇耀街9號,观塘区,Peninsula East,油塘崇耀街9号,0,3,0,0,0,0,0,0,0,-,-
12716396.0159005,2548410.3034143,259,Kwun Tong,SCENEWAY GARDEN,"SCENEWAY ROAD, KWUN TONG",觀塘區,匯景花園,觀塘 匯景道,观塘区,汇景花园,观塘 汇景道,0,0,0,0,0,2,0,0,0,-,-
12715132.984958,2548915.91266168,260,Kwun Tong,One Sky Parc,"53 Hung To Rd, Kwun Tong",觀塘區,One Sky Parc,觀塘鴻圖道53號,观塘区,One Sky Parc,观塘鸿图道53号,0,0,0,0,0,0,1,0,0,-,-
12715000.6260834,2550171.81946528,261,Kwun Tong,Lok Wah (N) CPA,"Lok Wah Commercial Centre, 70 Chun Wah Road, Ngau Tau Kwok, Kwun Tong, Kowloon",觀塘區,樂華北A,九龍觀塘牛頭角振華道70號樂華商場,观塘区,乐华北A,九龙观塘牛头角振华道70号乐华商场,0,9,0,0,1,1,0,0,0,-,-
12714942.8512677,2550269.05177112,262,Kwun Tong,Lok Wah (N) B Car Park,"Lok Wah Commercial Centre, 70 Chun Wah Road, Ngau Tau Kwok, Kwun Tong, Kowloon",觀塘區,樂華北B停車場,九龍觀塘牛頭角振華道70號樂華商場,观塘区,乐华北B停车场,九龙观塘牛头角振华道70号乐华商场,0,16,0,0,0,0,0,0,0,-,-
12715799.9000273,2549637.29251114,263,Kwun Tong,Po Pui Car Park,"Po Pui Court Car Park, Po Pui Street, Kwun Tong,  Kowloon",觀塘區,寶珮停車場,九龍觀塘寶珮街寶珮苑停車場,观塘区,宝佩停车场,九龙观塘宝佩街宝佩苑停车场,0,18,0,0,0,0,0,0,0,-,-
12715966.322666,2549622.37124636,264,Kwun Tong,Tsui Ping North Phase 2 Car Park,"Tsui Ping Road, Kwun Tong",觀塘區,翠屏北2號停車場,觀塘 翠屏道,观塘区,翠屏北2号停车场,观塘 翠屏道,0,0,0,0,0,2,0,0,0,-,-
12716709.2689476,2549732.596386,265,Kwun Tong,Po Tat Car Park A,"Po Tat Shopping Centre, 2 Po Lam Road, Sau Mau Ping, Kwun Tong, Kowloon",觀塘區,寶達 A停車場,九龍觀塘秀茂坪寶琳路2號寶達商場,观塘区,宝达 A停车场,九龙观塘秀茂坪宝琳路2号宝达商场,0,51,0,0,0,2,0,0,0,-,-
12715424.5307044,2550032.9515294,266,Kwun Tong,Hong Ning Road Park,"Junction between Hong Ning Road and Wo Hong Path, Kwun Tong, KL",觀塘區,康寧道公園,九龍觀塘康寧道和康徑交界,观塘区,康宁道公园,九龙观塘康宁道和康径交界,0,6,0,0,0,0,0,0,0,-,-
12717016.1767837,2548326.91905747,267,Kwun Tong,Tak Tin Car Park B,"Tak Tin Plaza, 223 Pik Wan Road, Lam Tin, Kwun Tong, Kowloon",觀塘區,德田B停車場,九龍觀塘藍田碧雲道223號德田廣場,观塘区,德田B停车场,九龙观塘蓝田碧云道223号德田广场,0,13,0,0,0,0,0,0,0,-,-
12715985.8035769,2549180.51528426,268,Kwun Tong,Tsui Ping North Phase 1 Car Park,"Tsui Ping North Shopping Circuit, 18 Tsui Ping Road, Kwun Tong, Kowloon",觀塘區,翠屏北 1 號停車場,九龍觀塘翠屏道18號翠屏(北)商場,观塘区,翠屏北 1 号停车场,九龙观塘翠屏道18号翠屏(北)商场,0,9,0,0,0,0,0,0,0,-,-
12714615.1266868,2549858.46571614,269,Kwun Tong,Upper Ngau Tau Kok Ph1 Car Park,"Upper Ngau Tau Kok Estate Car Park, 15 On Tak Road, Ngau Tau Kwok,  Kwun Tong, Kowloon",觀塘區,牛頭角上1期停車場,九龍觀塘牛頭角安德道15號牛頭角上邨停車場,观塘区,牛头角上1期停车场,九龙观塘牛头角安德道15号牛头角上邨停车场,0,44,0,0,0,0,0,0,0,-,-
12716405.4780572,2549472.91866428,270,Kwun Tong,Sau Mau Ping Phase 1 Car Park,"Sau Mau Ping Shopping Centre, 101 Sau Ming Road, Sau Mau Ping,  Kwun Tong, Kowloon",觀塘區,秀茂坪1期停車場,九龍觀塘秀茂坪秀明道101號秀茂坪商場,观塘区,秀茂坪1期停车场,九龙观塘秀茂坪秀明道101号秀茂坪商场,0,12,0,0,0,0,0,0,0,-,-
12716553.4216605,2549668.45874405,271,Kwun Tong,Sau Mau Ping Phase 15 Car Park,"Sau Mau Ping Shopping Centre, 101 Sau Ming Road, Sau Mau Ping, Kwun Tong, Kowloon",觀塘區,秀茂坪15期停車場,九龍觀塘秀茂坪秀明道101號秀茂坪商場,观塘区,秀茂坪15期停车场,九龙观塘秀茂坪秀明道101号秀茂坪商场,0,27,0,0,0,0,0,0,0,-,-
12714997.2864987,2550063.63715297,272,Kwun Tong,Lok Wah (S) MS Car Park,"Lok Wah (South) Estate Retail and Car Park, 70 Chun Wah Road, Ngau Tau Kwok, Kwun Tong, Kowloon",觀塘區,樂華南-多層停車場,九龍觀塘牛頭角振華道70號樂華南邨商舖及停車場,观塘区,乐华南-多层停车场,九龙观塘牛头角振华道70号乐华南邨商铺及停车场,0,18,0,0,0,0,0,0,0,-,-
12717016.1767837,2548692.70632282,273,Kwun Tong,Tak Tin Car Park A,"Tak Tin Plaza, 223 Pik Wan Road, Lam Tin, Kwun Tong, Kowloon",觀塘區,德田A停車場,九龍觀塘藍田碧雲道223號德田廣場,观塘区,德田A停车场,九龙观塘蓝田碧云道223号德田广场,0,17,0,0,0,0,0,0,0,-,-
12709824.7150395,2552095.63158841,274,Sham Shui Po,FESTIVAL WALK,"TAT CHEE AVENUE, SHAM SHUI PO",深水埗區,又一城,深水埗達之路,深水埗区,又一城,深水埗达之路,0,30,0,0,0,0,0,0,4,Tesla Supercharger,-
12707037.942907,2552324.53971483,275,Sham Shui Po,CEO Tower,"77 Wing Hong St, Cheung Sha Wan",深水埗區,環薈中心,長沙灣永康街77號,深水埗区,环荟中心,长沙湾永康街77号,2,0,0,0,0,0,0,0,0,-,-
12707126.8871801,2552276.27859351,276,Sham Shui Po,Excel Centre,"483A Castle Peak Rd, Lai Chi Kok",深水埗區,卓匯中心,長沙灣青山道483A號,深水埗区,卓汇中心,长沙湾青山道483A号,1,0,0,0,0,0,0,0,0,-,-
12708273.5892548,2551403.75108465,277,Sham Shui Po,Cheung Sha Wan Government Offices Car Park,"303 Cheung Sha Wan Road, Kowloon",深水埗區,長沙灣政府合署停車場,九龍長沙灣道303號,深水埗区,长沙湾政府合署停车场,九龙长沙湾道303号,0,71,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12707076.4594508,2552329.35379939,278,Sham Shui Po,Dragon Centre,"71-79 Wing Hong St, Cheung Sha Wan",深水埗區,恆龍工商中心,長沙灣永康街71-79號,深水埗区,恒龙工商中心,长沙湾永康街71-79号,1,0,0,0,0,0,0,0,0,-,-
12707047.2937442,2552222.84250139,279,Sham Shui Po,Kowloon Plaza,"485 Castle Peak Road, Lai Chi Kok",深水埗區,九龍廣場,荔枝角青山道485號,深水埗区,九龙广场,荔枝角青山道485号,1,0,0,0,0,0,0,0,0,-,-
12706252.9178579,2551709.19072692,280,Sham Shui Po,Manhattan Hill,"PO LUN STREET, SHAM SHUI PO",深水埗區,曼克頓山,深水埗寶輪街,深水埗区,曼克顿山,深水埗宝轮街,1,0,0,0,0,0,0,0,0,-,-
12707831.7621958,2551742.04567675,281,Sham Shui Po,CHEUNG SHA WAN ESTATE,"Cheung Sha Wan Estate, Sham Shui Po, Kowloon",深水埗區,長沙灣邨,"長沙灣邨, 深水埗區, 九龍",深水埗区,长沙湾邨,"长沙湾邨, 深水埗区, 九龙",4,7,0,0,0,0,0,0,0,-,-
12706838.4583795,2551896.09172046,282,Sham Shui Po,D2 Place Two,"17 Cheung Yee St, Cheung Sha Wan",深水埗區,D2 Place Two,17 長義街,深水埗区,D2 Place Two,17 长义街,0,0,0,8,0,18,0,0,0,Tesla Wall Connector,-
12709335.9111554,2552233.3130736,283,Sham Shui Po,Shek Kip Mei Park,"270 Nam Cheong Street, Sham Shui Po",深水埗區,石硤尾公園,深水埗南昌街270號,深水埗区,石硖尾公园,深水埗南昌街270号,0,1,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12709383.667217,2552009.94228329,284,Sham Shui Po,Shek Kip Mei Park Sports Centre,"290 Nam Cheong Street, Sham Shui Po",深水埗區,石硤尾公園體體育館,深水埗南昌街290號,深水埗区,石硖尾公园体体育馆,深水埗南昌街290号,0,1,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12708887.404927,2551496.41737066,285,Sham Shui Po,Shek Kip Mei Estate,"Nam Cheong Street, Shek Kip Mei, Kowloon",深水埗區,石硤尾邨,九龍石硤尾南昌街,深水埗区,石硖尾邨,九龙石硖尾南昌街,0,3,0,0,0,0,0,0,0,-,-
12709694.5825547,2552127.76519064,286,Kowloon City,"Bank of China (HK) Complex Carpark, The City University of Hong Kong","83 Tat Chee Ave, Kowloon Tong",九龍城區,香港城市大學中國銀行（香港）綜合樓停車場,九龍塘達之路83號,九龙城区,香港城市大学中国银行（香港）综合楼停车场,九龙塘达之路83号,0,2,0,0,0,0,0,0,0,-,-
12709694.5825547,2552127.76519064,287,Kowloon City,City University of Hong Kong-Lau Ming Wai Academic Building Carpark,"83 Tat Chee Ave, Kowloon Tong",九龍城區,香港城市大學劉鳴煒學術樓停車場,九龍塘達之路83號,九龙城区,香港城市大学刘鸣炜学术楼停车场,九龙塘达之路83号,0,2,0,0,0,0,0,0,0,-,-
12707850.9091482,2552525.7696269,288,Sham Shui Po,So Uk Estate Car Park (Phase 2),"Cheung Sha Wan Cheung Fat Street, Kowloon",深水埗區,蘇屋邨停車場 (第二期),九龍長沙灣長發街,深水埗区,苏屋邨停车场 (第二期),九龙长沙湾长发街,3,0,0,0,0,0,0,0,0,-,-
12707676.2488672,2550784.94596079,289,Sham Shui Po,V Walk,"28 Sham Mong Rd, Sham Shui Po",深水埗區,V Walk,大角咀深旺道28號,深水埗区,V Walk,大角咀深旺道28号,0,0,0,0,0,4,0,0,3,-,-
12707046.0692298,2550935.49329918,290,Sham Shui Po,Hoi Lok Court,LAI YING STREET,深水埗區,凱樂苑,荔盈街,深水埗区,凯乐苑,荔盈街,10,0,0,0,0,0,0,0,0,-,-
12707606.4515464,2552254.01353444,291,Sham Shui Po,HEYA AQUA,"FUK WING STREET, SHAM SHUI PO",深水埗區,喜漾,深水埗福榮街,深水埗区,喜漾,深水埗福荣街,0,2,0,0,0,0,0,0,0,-,-
12708342.7186586,2551948.44362753,292,Sham Shui Po,Cronin Garden,"2 Po On Rd, Cheung Sha Wan",深水埗區,樂年花園,李鄭屋保安道2號,深水埗区,乐年花园,李郑屋保安道2号,0,2,0,0,0,0,0,0,0,-,-
12707652.8717741,2552300.95072048,293,Sham Shui Po,Heya Crystal,"CASTLE PEAK ROAD, SHAM SHUI PO",深水埗區,喜薈,深水埗青山道,深水埗区,喜荟,深水埗青山道,0,3,0,0,0,0,0,0,0,-,-
12706814.7473279,2551956.26634032,294,Sham Shui Po,CRE Centre,"16 Cheung Shun St, Lai Chi Kok",深水埗區,華創中心,長沙灣長順街16號,深水埗区,华创中心,长沙湾长顺街16号,0,0,0,0,0,0,3,0,0,-,-
12707625.1532209,2551645.2862285,295,Sham Shui Po,Lai Tsui Court,LAI CHI KOK ROAD,深水埗區,麗翠苑,荔枝角道,深水埗区,丽翠苑,荔枝角道,3,0,0,0,0,0,0,0,0,-,-
12707294.2003748,2552081.06918969,296,Sham Shui Po,Sham Shui Po Sports Ground,"3 Hing Wah Street, Cheung Sha Wan, Kowloon",深水埗區,深水埗運動場,九龍長沙灣興華街3號,深水埗区,深水埗运动场,九龙长沙湾兴华街3号,0,2,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12708253.5517464,2551586.79757879,297,Sham Shui Po,The Campton,"208 Fuk Wa St, Un Chau",深水埗區,The Campton,福華街208號,深水埗区,The Campton,福华街208号,0,0,0,14,0,0,0,0,3,Tesla Wall Connector,-
12709490.4226086,2552761.66422331,298,Sham Shui Po,Lung Cheung Road Lookout,Lung Cheung Road,深水埗區,龍翔道觀景台,龍翔道,深水埗区,龙翔道观景台,龙翔道,0,4,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12706975.7153116,2552048.21357617,299,Sham Shui Po,Cheung Sha Wan Plaza,"833 Cheung Sha Wan Road, Kowloon",深水埗區,長沙灣廣場,九龍長沙灣道833號,深水埗区,长沙湾广场,九龙长沙湾道833号,0,0,0,23,0,0,0,0,3,Tesla Wall Connector,-
12707337.5036567,2552281.213016,300,Sham Shui Po,Lai Sun Commercial Centre,"680 Cheung Sha Wan Road, Kowloon",深水埗區,麗新商業中心,九龍長沙灣道680號,深水埗区,丽新商业中心,九龙长沙湾道680号,0,7,0,3,0,0,0,0,0,Tesla Wall Connector,-
12705808.7530896,2552364.97806801,301,Sham Shui Po,Lai Chi Kok Park,"1 Lai Wan Road, Lai Chi Kok, Kowloon",深水埗區,荔枝角公園,九龍荔枝角荔灣道1號,深水埗区,荔枝角公园,九龙荔枝角荔湾道1号,0,8,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12709649.275522,2552297.58086686,302,Sham Shui Po,Cornwall Street Park,"17 Cornwall Street, Kowloon Tong",深水埗區,歌和老街公園,九龍塘歌和老街17號,深水埗区,歌和老街公园,九龙塘歌和老街17号,0,2,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12707800.1474604,2551048.49494612,303,Sham Shui Po,Wing Cheong Estate Car Park,"No.20, Sai Chuen Road, Sham Shui Po",深水埗區,榮昌邨停車場,深水埗西邨路20號,深水埗区,荣昌邨停车场,深水埗西邨路20号,2,0,0,0,0,0,0,0,0,-,-
12707579.5122297,2552615.43325369,304,Sham Shui Po,Caritas Medical Centre,"WING HONG STREET, SHAM SHUI PO",深水埗區,明愛醫院,深水埗永康街,深水埗区,明爱医院,深水埗永康街,0,0,0,1,0,0,0,0,0,IEC60309,-
12706892.559652,2551051.744206,305,Sham Shui Po,Hoi Ying Estate,LAI YING STREET,深水埗區,海盈邨,荔盈街,深水埗区,海盈邨,荔盈街,0,4,0,0,0,0,0,0,0,-,-
12707268.5968919,2551278.95327149,306,Sham Shui Po,Hoi Tak Court,FAT TSEUNG STREET WEST,深水埗區,凱德苑,發祥街西,深水埗区,凯德苑,发祥街西,2,0,0,0,0,0,0,0,0,-,-
12709162.9206667,2551850.59985106,307,Sham Shui Po,Pak Tin Estate (Shui Tin House) Carpark,"Shui Tin House,Pak Tin Estate, Kowloon , HK",深水埗區,白田邨（瑞田樓）停車場,"九龍,白田邨,瑞田樓,",深水埗区,白田邨（瑞田楼）停车场,"九龙,白田邨,瑞田楼,",6,0,0,0,0,0,0,0,0,-,-
12709243.6272975,2552407.46251427,308,Kowloon City,"Run Run Shaw Creative Media Centre, The City University of Hong Kong","18 Tat Hong Ave, Kowloon Tong",九龍城區,香港城市大學邵逸夫創意媒體中心,九龍塘達康路18號,九龙城区,香港城市大学邵逸夫创意媒体中心,九龙塘达康路18号,0,1,0,0,0,0,0,0,0,-,-
12709452.6853012,2551869.37425841,309,Kowloon City,"Nam Shan Yuen, The City University of Hong Kong","23 Nam Shan Chuen Rd, Kowloon Tong",九龍城區,香港城市大學南山苑,九龍塘南山邨道23號,九龙城区,香港城市大学南山苑,九龙塘南山邨道23号,0,1,0,0,0,0,0,0,0,-,-
12709862.3410274,2551873.10507263,310,Kowloon City,"Academic Exchange Building, The City University of Hong Kong",33 To Yuen Street,九龍城區,香港城市大學學術交流大樓,33 桃源街,九龙城区,香港城市大学学术交流大楼,33 桃源街,0,1,0,0,0,0,0,0,0,-,-
12709728.6463189,2552184.57081025,311,Kowloon City,"Tak Chee Yuen, The City University of Hong Kong","88, Tat Chee Ave",九龍城區,香港城市大學德智苑,九龍塘達之路88號,九龙城区,香港城市大学德智苑,九龙塘达之路88号,0,2,0,0,0,0,0,0,0,-,-
12706780.5722442,2551626.99346019,312,Sham Shui Po,ONE WEST KOWLOON,"873 Lai Chi Kok Rd, Lai Chi Kok",深水埗區,一號．西九龍,荔枝角道873號,深水埗区,一号．西九龙,荔枝角道873号,0,1,0,0,0,0,0,0,0,-,-
12707100.5044608,2552181.20098,313,Sham Shui Po,LAW'S COMMERCIAL PLAZA,"CHEUNG SHA WAN ROAD, SHAM SHUI PO",深水埗區,羅氏商業廣場,深水埗長沙灣道,深水埗区,罗氏商业广场,深水埗长沙湾道,0,2,0,0,0,4,0,0,0,-,-
12707783.6721758,2550874.8409717,314,Sham Shui Po,Nam Cheong Place,"19 Sai Chuen Rd, Sham Shui Po",深水埗區,南昌薈,深水埗西邨路19號,深水埗区,南昌荟,深水埗西邨路19号,0,18,0,0,0,6,0,0,0,-,-
12706980.6133692,2551926.90109887,315,Sham Shui Po,D2 Place one,"CHEUNG YEE STREET, SHAM SHUI PO",深水埗區,D2 Place one,深水埗長義街,深水埗区,D2 Place one,深水埗长义街,0,0,0,0,0,2,0,0,0,-,-
12707976.8114923,2550753.77765572,316,Sham Shui Po,Nam Cheong Car Park,"Nam Cheong Estate Retail and Car Park, 3 Cheong San Lane, Sham Shui Po, Kowloon",深水埗區,南昌停車場,九龍深水埗昌新里3號南昌邨商舖及停車場,深水埗区,南昌停车场,九龙深水埗昌新里3号南昌邨商铺及停车场,0,16,0,0,0,0,0,0,0,-,-
12706719.3465243,2552296.73840356,317,Sham Shui Po,"83 King Lam Street, Cheung Sha Wan",83 King Lam Street,深水埗區,長沙灣瓊林街83號,瓊林街83號,深水埗区,长沙湾琼林街83号,琼林街83号,0,4,0,0,0,0,0,0,0,-,-
12711341.331782,2552076.85692795,318,Wong Tai Sin,Lok Fu Zone B Car Park,"Lok Fu Place, 198 Junction Road, Wang Tau Hom, Kowloon",黃大仙區,樂富B區停車場,九龍橫頭磡聯合道198號樂富廣場,黄大仙区,乐富B区停车场,九龙横头磡联合道198号乐富广场,0,6,0,0,0,6,3,0,0,-,-
